year,STATE_ABBR,COUNTY_NAME,geoid_int,DEMO_VOTE,REP_VOTE,TOTAL_VOTE,DEMO_PER,REP_PER
2020,IN,SHELBY,18145,5023,14568,19991,0.251263068,0.728727928
2020,IN,SPENCER,18147,3213,7357,10769,0.298356393,0.683164639
2020,IN,STARKE,18149,2650,7466,10290,0.257531584,0.725558795
2020,IN,STEUBEN,18151,4513,11327,16162,0.279235243,0.70084148
2020,IN,SULLIVAN,18153,2153,6691,8994,0.23938181,0.743940405
2020,IN,SWITZERLAND,18155,964,3133,4154,0.232065479,0.754212807
2020,IN,TIPPECANOE,18157,35017,34581,71448,0.490104692,0.484002351
2020,IN,TIPTON,18159,1834,6110,8116,0.225973386,0.752833908
2020,IN,UNION,18161,736,2688,3483,0.211312087,0.771748493
2020,IN,VANDERBURGH,18163,34415,41844,77662,0.443138214,0.538796323
2020,IN,VERMILLION,18165,2145,5184,7481,0.286726373,0.692955487
2020,IN,VIGO,18167,18123,24545,43594,0.415722347,0.563036198
2020,IN,WABASH,18169,3494,10762,14576,0.239709111,0.738336992
2020,IN,WARREN,18171,974,3401,4472,0.217799642,0.760509839
2020,IN,WARRICK,18173,11923,21326,33829,0.352449082,0.630405865
2020,IN,WASHINGTON,18175,2784,9114,12139,0.229343439,0.750803196
2020,IN,WAYNE,18177,9524,17567,27679,0.344087575,0.634668883
2020,IN,WELLS,18179,2928,10855,14050,0.208398577,0.772597865
2020,IN,WHITE,18181,3032,7957,11166,0.271538599,0.712609708
2020,IN,WHITLEY,18183,4234,12862,17556,0.24117111,0.732627022
2020,IA,ADAIR,19001,1198,2922,4177,0.286808714,0.699545128
2020,IA,ADAMS,19003,590,1535,2160,0.273148148,0.710648148
2020,IA,ALLAMAKEE,19005,2576,4744,7422,0.34707626,0.639180814
2020,IA,APPANOOSE,19007,1891,4522,6516,0.290208717,0.693984039
2020,IA,AUDUBON,19009,1071,2299,3420,0.313157895,0.672222222
2020,IA,BENTON,19011,5160,9208,14642,0.352410873,0.628875837
2020,IA,BLACK HAWK,19013,35647,29813,66593,0.535296503,0.447689697
2020,IA,BOONE,19015,6303,8729,15340,0.410886571,0.569035202
2020,IA,BREMER,19017,5958,8324,14546,0.40959714,0.57225354
2020,IA,BUCHANAN,19019,4169,6430,10774,0.386950065,0.596807128
2020,IA,BUENA VISTA,19021,2961,5074,8167,0.36255663,0.621280764
2020,IA,BUTLER,19023,2424,5556,8098,0.299333169,0.686095332
2020,IA,CALHOUN,19025,1470,3698,5258,0.279573983,0.703309243
2020,IA,CARROLL,19027,3454,7766,11335,0.304719894,0.685134539
2020,IA,CASS,19029,2201,4979,7276,0.302501374,0.684304563
2020,IA,CEDAR,19031,4337,6184,10703,0.405213492,0.57778193
2020,IA,CERRO GORDO,19033,10941,12499,23801,0.459686568,0.525146002
2020,IA,CHEROKEE,19035,1936,4510,6518,0.297023627,0.69193004
2020,IA,CHICKASAW,19037,2233,4322,6631,0.336751621,0.651787061
2020,IA,CLARKE,19039,1466,3153,4670,0.31391863,0.6751606
2020,IA,CLAY,19041,2662,6158,8969,0.296800089,0.686587133
2020,IA,CLAYTON,19043,3340,6119,9594,0.348134251,0.637794455
2020,IA,CLINTON,19045,10812,13410,24687,0.437963301,0.543200875
2020,IA,CRAWFORD,19047,2220,4862,7154,0.310315907,0.679619793
2020,IA,DALLAS,19049,26879,28162,56022,0.479793652,0.50269537
2020,IA,DAVIS,19051,1013,3035,4102,0.246952706,0.739882984
2020,IA,DECATUR,19053,1120,2618,3804,0.294426919,0.688222923
2020,IA,DELAWARE,19055,3157,6688,10003,0.315605318,0.66859942
2020,IA,DES MOINES,19057,8893,10642,19956,0.445630387,0.533273201
2020,IA,DICKINSON,19059,3661,7452,11244,0.325595873,0.662753469
2020,IA,DUBUQUE,19061,25657,27358,53926,0.475781627,0.507324853
2020,IA,EMMET,19063,1520,3268,4853,0.313208325,0.673397898
2020,IA,FAYETTE,19065,3835,6174,10186,0.376497153,0.606126055
2020,IA,FLOYD,19067,3172,4747,8032,0.394920319,0.591010956
2020,IA,FRANKLIN,19069,1626,3433,5130,0.316959064,0.66920078
2020,IA,FREMONT,19071,1080,2717,3857,0.280010371,0.704433498
2020,IA,GREENE,19073,1769,3229,5057,0.349812142,0.638520862
2020,IA,GRUNDY,19075,2206,4945,7276,0.303188565,0.679631666
2020,IA,GUTHRIE,19077,1985,4280,6371,0.311568043,0.671794067
2020,IA,HAMILTON,19079,2843,4982,7943,0.357925217,0.627218935
2020,IA,HANCOCK,19081,1683,4401,6172,0.272683085,0.713058976
2020,IA,HARDIN,19083,2976,5864,8989,0.331071309,0.652352876
2020,IA,HARRISON,19085,2440,5580,8155,0.299202943,0.684242796
2020,IA,HENRY,19087,3275,6525,9982,0.328090563,0.653676618
2020,IA,HOWARD,19089,1772,3133,4958,0.357402178,0.631908027
2020,IA,HUMBOLDT,19091,1442,3825,5327,0.270696452,0.718040173
2020,IA,IDA,19093,917,2885,3849,0.2382437,0.749545336
2020,IA,IOWA,19095,3547,6035,9742,0.364093615,0.619482652
2020,IA,JACKSON,19097,4029,6957,11135,0.361832061,0.624786709
2020,IA,JASPER,19099,7737,12125,20184,0.383323424,0.600723345
2020,IA,JEFFERSON,19101,4319,4476,8959,0.482085054,0.499609331
2020,IA,JOHNSON,19103,59177,23206,83851,0.705739943,0.276752812
2020,IA,JONES,19105,4213,6596,10989,0.383383383,0.6002366
2020,IA,KEOKUK,19107,1414,3809,5303,0.266641524,0.718272676
2020,IA,KOSSUTH,19109,2696,6288,9090,0.296589659,0.691749175
2020,IA,LEE,19111,6541,9808,16734,0.390880841,0.586112107
2020,IA,LINN,19113,70874,53744,127458,0.556057682,0.421660469
2020,IA,LOUISA,19115,1726,3506,5332,0.323705926,0.657539385
2020,IA,LUCAS,19117,1284,3295,4630,0.277321814,0.711663067
2020,IA,LYON,19119,1067,5718,6863,0.155471368,0.83316334
2020,IA,MADISON,19121,3134,6525,9824,0.319014658,0.664189739
2020,IA,MAHASKA,19123,2894,8320,11404,0.253770607,0.729568572
2020,IA,MARION,19125,6178,12722,19232,0.321235441,0.661501664
2020,IA,MARSHALL,19127,8176,9610,18136,0.450816056,0.529885311
2020,IA,MILLS,19129,2508,5616,8268,0.303338171,0.679245283
2020,IA,MITCHELL,19131,2053,3684,5822,0.352627963,0.632772243
2020,IA,MONONA,19133,1407,3262,4728,0.297588832,0.689932318
2020,IA,MONROE,19135,1078,2978,4088,0.26369863,0.728473581
2020,IA,MONTGOMERY,19137,1583,3666,5327,0.297165384,0.688192228
2020,IA,MUSCATINE,19139,9372,10865,20671,0.453388806,0.525615597
2020,IA,O'BRIEN,19141,1569,5871,7551,0.207787048,0.777512912
2020,IA,OSCEOLA,19143,601,2695,3328,0.180588942,0.809795673
2020,IA,PAGE,19145,2086,5328,7528,0.277098831,0.707757705
2020,IA,PALO ALTO,19147,1519,3378,4958,0.306373538,0.681323114
2020,IA,PLYMOUTH,19149,3494,10515,14188,0.246264449,0.741119256
2020,IA,POCAHONTAS,19151,933,2832,3823,0.244049176,0.740779493
2020,IA,POLK,19153,146250,107564,258755,0.565206469,0.415698247
2020,IA,POTTAWATTAMIE,19155,18575,26352,45744,0.406064183,0.576075551
2020,IA,POWESHIEK,19157,4306,5673,10140,0.424654832,0.559467456
2020,IA,RINGGOLD,19159,709,1974,2714,0.261238025,0.72733972
2020,IA,SAC,19161,1389,4069,5535,0.250948509,0.735140018
2020,IA,SCOTT,19163,46926,43958,92599,0.506765732,0.47471355
2020,IA,SHELBY,19165,1959,4711,6795,0.288300221,0.6933039
2020,IA,SIOUX,19167,3019,15775,19051,0.158469372,0.828040523
2020,IA,STORY,19169,29175,20541,51038,0.571632901,0.40246483
2020,IA,TAMA,19171,3577,5325,9048,0.395335986,0.588527851
2020,IA,TAYLOR,19173,746,2470,3249,0.22960911,0.760233918
2020,IA,UNION,19175,2061,4024,6185,0.333225546,0.650606306
2020,IA,VAN BUREN,19177,875,2870,3791,0.230809813,0.757056186
2020,IA,WAPELLO,19179,5821,9536,15633,0.372353355,0.609991684
2020,IA,WARREN,19181,12574,17868,31039,0.405103257,0.575662876
2020,IA,WASHINGTON,19183,4561,6991,11765,0.387675308,0.594220144
2020,IA,WAYNE,19185,727,2344,3109,0.233837247,0.753940174
2020,IA,WEBSTER,19187,6613,10970,17822,0.371058243,0.615531366
2020,IA,WINNEBAGO,19189,2135,3726,5970,0.357621441,0.624120603
2020,IA,WINNESHIEK,19191,5617,6263,12064,0.465600133,0.519147878
2020,IA,WOODBURY,19193,18704,25926,45362,0.412327499,0.571535647
2020,IA,WORTH,19195,1596,2742,4418,0.361249434,0.620642825
2020,IA,WRIGHT,19197,1996,4148,6254,0.31915574,0.663255516
2020,KS,ALLEN,20001,1570,4218,5892,0.266463001,0.715885947
2020,KS,ANDERSON,20003,782,2929,3792,0.206223629,0.772415612
2020,KS,ATCHISON,20005,2359,4906,7440,0.317069892,0.659408602
2020,KS,BARBER,20007,291,2014,2342,0.124252775,0.859948762
2020,KS,BARTON,20009,2340,8608,11130,0.210242588,0.773405211
2020,KS,BOURBON,20011,1541,5023,6676,0.230826842,0.752396645
2020,KS,BROWN,20013,1104,3262,4471,0.246924625,0.729590696
2020,KS,BUTLER,20015,9181,22634,32520,0.282318573,0.69600246
2020,KS,CHASE,20017,345,1123,1491,0.23138833,0.753185781
2020,KS,CHAUTAUQUA,20019,212,1402,1639,0.129347163,0.855399634
2020,KS,CHEROKEE,20021,2194,6766,9128,0.240359334,0.741235758
2020,KS,CHEYENNE,20023,224,1183,1429,0.156752974,0.827851645
2020,KS,CLARK,20025,143,904,1067,0.134020619,0.847235239
2020,KS,CLAY,20027,894,3177,4182,0.213773314,0.759684362
2020,KS,CLOUD,20029,920,3242,4263,0.215810462,0.760497302
2020,KS,COFFEY,20031,964,3489,4565,0.211171961,0.764293538
2020,KS,COMANCHE,20033,126,762,916,0.137554585,0.831877729
2020,KS,COWLEY,20035,4273,9656,14231,0.300259996,0.678518727
2020,KS,CRAWFORD,20037,6179,10045,16645,0.371222589,0.60348453
2020,KS,DECATUR,20039,218,1260,1498,0.14552737,0.841121495
2020,KS,DICKINSON,20041,2060,7126,9349,0.220344422,0.762220558
2020,KS,DONIPHAN,20043,686,2976,3709,0.184955514,0.802372607
2020,KS,DOUGLAS,20045,40785,17286,59495,0.685519792,0.290545424
2020,KS,EDWARDS,20047,271,1141,1431,0.189378057,0.797344514
2020,KS,ELK,20049,195,1140,1361,0.143277002,0.837619398
2020,KS,ELLIS,20051,3737,9758,13800,0.270797101,0.707101449
2020,KS,ELLSWORTH,20053,648,2148,2853,0.227129338,0.752891693
2020,KS,FINNEY,20055,4325,7236,11800,0.366525424,0.613220339
2020,KS,FORD,20057,2947,5803,8915,0.330566461,0.650925407
2020,KS,FRANKLIN,20059,3690,8479,12477,0.295744169,0.67957041
2020,KS,GEARY,20061,3983,5323,9603,0.414766219,0.554305946
2020,KS,GOVE,20063,166,1291,1471,0.112848402,0.877634262
2020,KS,GRAHAM,20065,228,1080,1337,0.17053104,0.807778609
2020,KS,GRANT,20067,518,1936,2501,0.207117153,0.774090364
2020,KS,GRAY,20069,341,1911,2288,0.149038462,0.835227273
2020,KS,GREELEY,20071,78,549,641,0.121684867,0.856474259
2020,KS,GREENWOOD,20073,569,2444,3077,0.184920377,0.794280143
2020,KS,HAMILTON,20075,141,698,859,0.164144354,0.812572759
2020,KS,HARPER,20077,461,2168,2678,0.172143391,0.809559373
2020,KS,HARVEY,20079,6747,10182,17309,0.389797215,0.588248888
2020,KS,HASKELL,20081,268,1122,1410,0.190070922,0.795744681
2020,KS,HODGEMAN,20083,154,875,1045,0.147368421,0.837320574
2020,KS,JACKSON,20085,1881,4517,6584,0.285692588,0.686057108
2020,KS,JEFFERSON,20087,3194,6334,9782,0.326518094,0.647515845
2020,KS,JEWELL,20089,212,1387,1628,0.13022113,0.851965602
2020,KS,JOHNSON,20091,184259,155631,347214,0.530678486,0.448227894
2020,KS,KEARNY,20093,267,1164,1455,0.183505155,0.8
2020,KS,KINGMAN,20095,752,3130,3949,0.190427956,0.792605723
2020,KS,KIOWA,20097,156,980,1165,0.133905579,0.841201717
2020,KS,LABETTE,20099,2655,5735,8563,0.310054887,0.669741913
2020,KS,LANE,20101,115,762,895,0.12849162,0.851396648
2020,KS,LEAVENWORTH,20103,13886,21610,36490,0.380542614,0.592217046
2020,KS,LINCOLN,20105,266,1283,1579,0.168461051,0.812539582
2020,KS,LINN,20107,896,4048,5046,0.177566389,0.80221958
2020,KS,LOGAN,20109,186,1249,1458,0.127572016,0.856652949
2020,KS,LYON,20111,6055,7550,13988,0.432871032,0.539748356
2020,KS,MCPHERSON,20113,4134,9964,14438,0.286327746,0.690123286
2020,KS,MARION,20115,1516,4465,6111,0.248077238,0.730649648
2020,KS,MARSHALL,20117,1259,3729,5114,0.246186938,0.729174814
2020,KS,MEADE,20119,263,1523,1825,0.144109589,0.834520548
2020,KS,MIAMI,20121,5247,12308,17937,0.292523833,0.686179406
2020,KS,MITCHELL,20123,558,2504,3101,0.179941954,0.807481458
2020,KS,MONTGOMERY,20125,3228,9931,13426,0.240429018,0.739684195
2020,KS,MORRIS,20127,729,2124,2899,0.251466023,0.732666437
2020,KS,MORTON,20129,150,1034,1198,0.125208681,0.863105175
2020,KS,NEMAHA,20131,927,4664,5684,0.163089374,0.820548909
2020,KS,NEOSHO,20133,1796,4970,6877,0.26116039,0.722698851
2020,KS,NESS,20135,149,1339,1513,0.098479841,0.884996695
2020,KS,NORTON,20137,364,2007,2415,0.150724638,0.831055901
2020,KS,OSAGE,20139,2136,5705,8035,0.265836963,0.710018668
2020,KS,OSBORNE,20141,281,1629,1945,0.144473008,0.837532134
2020,KS,OTTAWA,20143,506,2610,3191,0.158570981,0.817925415
2020,KS,PAWNEE,20145,643,2045,2739,0.234757211,0.746622855
2020,KS,PHILLIPS,20147,318,2418,2781,0.114347357,0.869471413
2020,KS,POTTAWATOMIE,20149,3313,9452,13083,0.253229382,0.722464267
2020,KS,PRATT,20151,933,3108,4137,0.225525743,0.751269036
2020,KS,RAWLINS,20153,214,1261,1504,0.142287234,0.838430851
2020,KS,RENO,20155,8886,18443,27941,0.318027272,0.660069432
2020,KS,REPUBLIC,20157,424,2182,2657,0.159578472,0.821226948
2020,KS,RICE,20159,965,3262,4319,0.22343135,0.755267423
2020,KS,RILEY,20161,12765,11610,25171,0.507131222,0.461245084
2020,KS,ROOKS,20163,339,2325,2699,0.125602075,0.861430159
2020,KS,RUSH,20165,295,1350,1677,0.175909362,0.805008945
2020,KS,RUSSELL,20167,600,2790,3467,0.173060283,0.804730314
2020,KS,SALINE,20169,8214,15722,24531,0.334841629,0.640903347
2020,KS,SCOTT,20171,299,2014,2354,0.127017842,0.855564996
2020,KS,SEDGWICK,20173,95870,122416,223688,0.428588033,0.547262258
2020,KS,SEWARD,20175,1833,3372,5294,0.346241028,0.636947488
2020,KS,SHAWNEE,20177,43015,40443,85657,0.502177288,0.472150554
2020,KS,SHERIDAN,20179,147,1282,1445,0.101730104,0.887197232
2020,KS,SHERMAN,20181,396,2269,2727,0.145214521,0.832049872
2020,KS,SMITH,20183,336,1763,2129,0.157820573,0.828088304
2020,KS,STAFFORD,20185,357,1645,2034,0.175516224,0.808751229
2020,KS,STANTON,20187,148,614,776,0.190721649,0.791237113
2020,KS,STEVENS,20189,237,1760,2031,0.116691285,0.866568193
2020,KS,SUMNER,20191,2591,8105,10928,0.237097365,0.741672767
2020,KS,THOMAS,20193,625,3130,3810,0.164041995,0.82152231
2020,KS,TREGO,20195,242,1363,1630,0.148466258,0.836196319
2020,KS,WABAUNSEE,20197,964,2845,3902,0.247052793,0.729113275
2020,KS,WALLACE,20199,44,770,825,0.053333333,0.933333333
2020,KS,WASHINGTON,20201,475,2363,2883,0.164758932,0.819632327
2020,KS,WICHITA,20203,149,808,968,0.15392562,0.834710744
2020,KS,WILSON,20205,723,3153,3954,0.182852807,0.797420334
2020,KS,WOODSON,20207,294,1228,1546,0.190168176,0.794307891
2020,KS,WYANDOTTE,20209,36788,18934,56785,0.647847143,0.333433125
2020,KY,ADAIR,21001,1392,7276,8763,0.158849709,0.830309255
2020,KY,ALLEN,21003,1642,7586,9363,0.175371142,0.810210403
2020,KY,ANDERSON,21005,3347,9657,13240,0.252794562,0.729380665
2020,KY,BALLARD,21007,825,3356,4225,0.195266272,0.794319527
2020,KY,BARREN,21009,5127,14654,20055,0.255646971,0.730690601
2020,KY,BATH,21011,1573,3986,5627,0.279545051,0.708370357
2020,KY,BELL,21013,1789,8140,10044,0.178116288,0.81043409
2020,KY,BOONE,21015,20897,44811,66953,0.312114468,0.669290398
2020,KY,BOURBON,21017,3296,6190,9643,0.341802344,0.641916416
2020,KY,BOYD,21019,7083,14295,21741,0.325789982,0.657513454
2020,KY,BOYLE,21021,5298,8872,14467,0.36621276,0.613257759
2020,KY,BRACKEN,21023,800,3398,4244,0.188501414,0.800659755
2020,KY,BREATHITT,21025,1301,4265,5661,0.229818053,0.753400459
2020,KY,BRECKINRIDGE,21027,2350,7701,10197,0.230459939,0.755222124
2020,KY,BULLITT,21029,10551,30708,41964,0.251429797,0.731770089
2020,KY,BUTLER,21031,1079,4960,6122,0.176249592,0.810192747
2020,KY,CALDWELL,21033,1433,4906,6428,0.222930927,0.763223398
2020,KY,CALLOWAY,21035,5794,11351,17443,0.332167632,0.650748151
2020,KY,CAMPBELL,21037,19373,28482,48833,0.396719432,0.583253128
2020,KY,CARLISLE,21039,463,2159,2638,0.175511751,0.818423048
2020,KY,CARROLL,21041,1116,2954,4135,0.269891173,0.714389359
2020,KY,CARTER,21043,2642,8775,11585,0.228053517,0.757444972
2020,KY,CASEY,21045,918,6179,7171,0.128015618,0.86166504
2020,KY,CHRISTIAN,21047,8296,15080,23863,0.347651175,0.631940661
2020,KY,CLARK,21049,6004,11811,18128,0.331200353,0.651533539
2020,KY,CLAY,21051,831,6677,7590,0.109486166,0.879710145
2020,KY,CLINTON,21053,603,4280,4932,0.122262774,0.867802109
2020,KY,CRITTENDEN,21055,731,3451,4242,0.172324375,0.813531353
2020,KY,CUMBERLAND,21057,508,2769,3309,0.153520701,0.836808704
2020,KY,DAVIESS,21059,17283,31023,49240,0.350995126,0.630036556
2020,KY,EDMONSON,21061,1227,4828,6131,0.200130484,0.787473495
2020,KY,ELLIOTT,21063,712,2246,2995,0.237729549,0.749916528
2020,KY,ESTILL,21065,1355,5100,6538,0.207249924,0.780055063
2020,KY,FAYETTE,21067,90566,58845,152664,0.593237436,0.385454331
2020,KY,FLEMING,21069,1474,5534,7066,0.208604585,0.783187093
2020,KY,FLOYD,21071,3884,12250,16351,0.237538988,0.749189652
2020,KY,FRANKLIN,21073,12650,12900,26059,0.485436893,0.495030508
2020,KY,FULTON,21075,791,1605,2421,0.326724494,0.662949195
2020,KY,GALLATIN,21077,822,2955,3849,0.213561964,0.767731878
2020,KY,GARRARD,21079,1830,6754,8703,0.21027232,0.776054234
2020,KY,GRANT,21081,2205,8725,11106,0.198541329,0.785611381
2020,KY,GRAVES,21083,3559,13206,17018,0.209131508,0.77600188
2020,KY,GRAYSON,21085,2400,9453,11983,0.200283735,0.788867562
2020,KY,GREEN,21087,920,4838,5812,0.158293187,0.832415692
2020,KY,GREENUP,21089,4873,13064,18176,0.268100792,0.71875
2020,KY,HANCOCK,21091,1351,3145,4587,0.294528014,0.685633312
2020,KY,HARDIN,21093,18101,29832,48941,0.369853497,0.609550275
2020,KY,HARLAN,21095,1494,9367,10971,0.136177194,0.853796372
2020,KY,HARRISON,21097,2400,6334,8853,0.271094544,0.715463685
2020,KY,HART,21099,1908,6345,8369,0.227984228,0.758155096
2020,KY,HENDERSON,21101,7639,12730,20688,0.369247873,0.61533256
2020,KY,HENRY,21103,2142,5843,8107,0.26421611,0.720735167
2020,KY,HICKMAN,21105,458,1714,2199,0.208276489,0.779445202
2020,KY,HOPKINS,21107,5439,15757,21509,0.252870891,0.732577061
2020,KY,JACKSON,21109,605,5453,6113,0.098969409,0.892033372
2020,KY,JEFFERSON,21111,228288,150619,386093,0.591277231,0.390110673
2020,KY,JESSAMINE,21113,8567,17096,26251,0.326349472,0.651251381
2020,KY,JOHNSON,21115,1608,8450,10192,0.157770801,0.829081633
2020,KY,KENTON,21117,32265,48123,82108,0.392958055,0.586093925
2020,KY,KNOTT,21119,1412,4779,6251,0.225883859,0.764517677
2020,KY,KNOX,21121,2114,11012,13273,0.1592707,0.829654185
2020,KY,LARUE,21123,1504,5685,7301,0.205999178,0.778660457
2020,KY,LAUREL,21125,4474,23234,28097,0.159234082,0.826921024
2020,KY,LAWRENCE,21127,1238,5633,6955,0.178001438,0.80992092
2020,KY,LEE,21129,459,2159,2659,0.172621286,0.811959383
2020,KY,LESLIE,21131,446,4321,4811,0.092704219,0.898150073
2020,KY,LETCHER,21133,1799,7226,9135,0.196934866,0.791023536
2020,KY,LEWIS,21135,823,4986,5883,0.139894612,0.847526772
2020,KY,LINCOLN,21137,2254,8489,10913,0.206542656,0.777879593
2020,KY,LIVINGSTON,21139,939,4010,5003,0.187687388,0.801519089
2020,KY,LOGAN,21141,3094,9067,12346,0.250607484,0.734407905
2020,KY,LYON,21143,1092,3100,4228,0.258278146,0.73320719
2020,KY,MCCRACKEN,21145,11190,21820,33521,0.33382059,0.650935235
2020,KY,MCCREARY,21147,725,5664,6435,0.112665113,0.88018648
2020,KY,MCLEAN,21149,1074,3633,4782,0.224592221,0.759723965
2020,KY,MADISON,21151,15580,27353,43903,0.354873243,0.623032595
2020,KY,MAGOFFIN,21153,1213,4174,5446,0.222732281,0.76643408
2020,KY,MARION,21155,2722,6113,8928,0.304883513,0.684699821
2020,KY,MARSHALL,21157,4071,13297,17601,0.231293676,0.755468439
2020,KY,MARTIN,21159,403,3496,3930,0.102544529,0.88956743
2020,KY,MASON,21161,2362,5477,7958,0.296808243,0.688238251
2020,KY,MEADE,21163,3632,10184,14110,0.257406095,0.721757619
2020,KY,MENIFEE,21165,750,2311,3102,0.241779497,0.745003224
2020,KY,MERCER,21167,3033,8506,11735,0.258457605,0.724840222
2020,KY,METCALFE,21169,975,3959,5012,0.194533121,0.78990423
2020,KY,MONROE,21171,657,4628,5330,0.12326454,0.868292683
2020,KY,MONTGOMERY,21173,3630,8993,12837,0.28277635,0.700553089
2020,KY,MORGAN,21175,1172,4297,5535,0.211743451,0.77633243
2020,KY,MUHLENBERG,21177,3544,10496,14229,0.249068803,0.737648464
2020,KY,NELSON,21179,7188,15703,23245,0.309227791,0.675543128
2020,KY,NICHOLAS,21181,955,2408,3396,0.281213192,0.709069494
2020,KY,OHIO,21183,2404,8582,11127,0.216051047,0.771277074
2020,KY,OLDHAM,21185,14504,22651,37936,0.382328132,0.597084563
2020,KY,OWEN,21187,1098,4292,5456,0.201246334,0.786656891
2020,KY,OWSLEY,21189,216,1670,1895,0.113984169,0.881266491
2020,KY,PENDLETON,21191,1322,5515,6925,0.190902527,0.796389892
2020,KY,PERRY,21193,2350,8118,10606,0.221572695,0.765415802
2020,KY,PIKE,21195,4862,20279,25368,0.191658783,0.799392936
2020,KY,POWELL,21197,1367,4041,5505,0.248319709,0.734059946
2020,KY,PULASKI,21199,5664,25441,31537,0.179598567,0.806703237
2020,KY,ROBERTSON,21201,253,884,1146,0.220767888,0.771378709
2020,KY,ROCKCASTLE,21203,1134,6577,7783,0.145702171,0.845046897
2020,KY,ROWAN,21205,3880,5994,10058,0.385762577,0.595943528
2020,KY,RUSSELL,21207,1329,7506,8939,0.148674348,0.839691241
2020,KY,SCOTT,21209,10564,17764,28950,0.364905009,0.613609672
2020,KY,SHELBY,21211,8076,15054,23542,0.34304647,0.639452893
2020,KY,SIMPSON,21213,2681,5888,8732,0.307031608,0.67430142
2020,KY,SPENCER,21215,2530,8737,11429,0.221366699,0.764458833
2020,KY,TAYLOR,21217,2961,9376,12510,0.236690647,0.749480416
2020,KY,TODD,21219,1202,4060,5351,0.22463091,0.758736685
2020,KY,TRIGG,21221,1791,5487,7375,0.242847458,0.744
2020,KY,TRIMBLE,21223,1012,3227,4319,0.234313498,0.747163695
2020,KY,UNION,21225,1529,4965,6576,0.232512165,0.755018248
2020,KY,WARREN,21227,22477,31790,55351,0.406081191,0.5743347
2020,KY,WASHINGTON,21229,1644,4482,6223,0.264181263,0.7202314
2020,KY,WAYNE,21231,1700,7430,9240,0.183982684,0.804112554
2020,KY,WEBSTER,21233,1412,4506,5991,0.235686864,0.752128192
2020,KY,WHITLEY,21235,2552,12567,15347,0.166286571,0.818857106
2020,KY,WOLFE,21237,839,2097,2979,0.281638134,0.703927492
2020,KY,WOODFORD,21239,6530,8362,15211,0.429294589,0.549733745
2020,LA,ACADIA,22001,5443,22596,28425,0.191486368,0.794934037
2020,LA,ALLEN,22003,2108,7574,9810,0.214882773,0.772069317
2020,LA,ASCENSION,22005,20399,40687,62325,0.327300441,0.652819896
2020,LA,ASSUMPTION,22007,3833,7271,11235,0.341165999,0.64717401
2020,LA,AVOYELLES,22009,4979,12028,17292,0.287936618,0.695581772
2020,LA,BEAUREGARD,22011,2542,13575,16357,0.155407471,0.829919912
2020,LA,BIENVILLE,22013,3067,3891,7050,0.435035461,0.551914894
2020,LA,BOSSIER,22015,15662,38074,54655,0.286561156,0.69662428
2020,LA,CADDO,22017,55110,48021,104912,0.525297392,0.457726476
2020,LA,CALCASIEU,22019,25982,55066,82663,0.314312328,0.666150515
2020,LA,CALDWELL,22021,745,3976,4762,0.156446871,0.834943301
2020,LA,CAMERON,22023,324,3671,4039,0.080217876,0.908888339
2020,LA,CATAHOULA,22025,1269,3541,4858,0.261218608,0.728900782
2020,LA,CLAIBORNE,22027,2731,3770,6580,0.415045593,0.572948328
2020,LA,CONCORDIA,22029,3177,5550,8828,0.359877662,0.628681468
2020,LA,DE SOTO,22031,5457,9112,14736,0.37031759,0.61834962
2020,LA,EAST BATON ROUGE,22033,115577,88420,208182,0.555172878,0.42472452
2020,LA,EAST CARROLL,22035,1900,1080,3036,0.625823452,0.355731225
2020,LA,EAST FELICIANA,22037,4280,6064,10509,0.407269959,0.577029213
2020,LA,EVANGELINE,22039,4158,11053,15412,0.269789774,0.71716844
2020,LA,FRANKLIN,22041,2658,6970,9720,0.27345679,0.717078189
2020,LA,GRANT,22043,1157,8117,9392,0.123189949,0.864246167
2020,LA,IBERIA,22045,11027,21251,32713,0.337083117,0.649619417
2020,LA,IBERVILLE,22047,8514,7893,16719,0.509240983,0.472097613
2020,LA,JACKSON,22049,2143,5394,7632,0.280791405,0.706761006
2020,LA,JEFFERSON,22051,84477,105949,193733,0.436048582,0.546881533
2020,LA,JEFFERSON DAVIS,22053,3208,11423,14841,0.216157941,0.769692069
2020,LA,LAFAYETTE,22055,39685,72519,114521,0.346530331,0.633237572
2020,LA,LAFOURCHE,22057,8672,36024,45388,0.191063717,0.793689962
2020,LA,LA SALLE,22059,638,6378,7077,0.090151194,0.901229334
2020,LA,LINCOLN,22061,7559,11311,19275,0.392166018,0.586822309
2020,LA,LIVINGSTON,22063,9249,54877,65230,0.141790587,0.841284685
2020,LA,MADISON,22065,2654,1930,4670,0.568308351,0.413276231
2020,LA,MOREHOUSE,22067,4946,6510,11574,0.427337135,0.5624676
2020,LA,NATCHITOCHES,22069,6896,9358,16554,0.416576054,0.565301438
2020,LA,ORLEANS,22071,147854,26664,177819,0.831485949,0.14995023
2020,LA,OUACHITA,22073,25913,42255,69166,0.374649394,0.610921551
2020,LA,PLAQUEMINES,22075,3414,7412,11014,0.30996913,0.672961685
2020,LA,POINTE COUPEE,22077,4683,7503,12371,0.378546601,0.60649907
2020,LA,RAPIDES,22079,19475,38347,58865,0.330841757,0.651439735
