year,STATE_ABBR,COUNTY_NAME,geoid_int,DEMO_VOTE,REP_VOTE,TOTAL_VOTE,DEMO_PER,REP_PER
2012,AL,MORGAN,1103,13439,35391,49323,0.272469233,0.71753543
2012,AL,PERRY,1105,4568,1506,6099,0.748975242,0.246925726
2012,AL,PICKENS,1107,4455,5124,9611,0.46353137,0.533139111
2012,AL,PIKE,1109,6035,7963,14107,0.427801801,0.564471539
2012,AL,RANDOLPH,1111,3078,7224,10398,0.296018465,0.69474899
2012,AL,RUSSELL,1113,10500,8278,18879,0.556173526,0.438476614
2012,AL,ST. CLAIR,1115,5801,29031,35148,0.165044953,0.825964493
2012,AL,SHELBY,1117,20051,71436,92507,0.216751165,0.772222643
2012,AL,SUMTER,1119,5421,1586,7027,0.771452967,0.225700868
2012,AL,TALLADEGA,1121,13905,19246,33373,0.416654182,0.576693734
2012,AL,TALLAPOOSA,1123,6319,12396,18829,0.335599341,0.658346168
2012,AL,TUSCALOOSA,1125,32048,45748,78590,0.40778725,0.582109683
2012,AL,WALKER,1127,6557,21651,28521,0.229900775,0.759124855
2012,AL,WASHINGTON,1129,2976,5761,8778,0.339029392,0.656299841
2012,AL,WILCOX,1131,4868,1679,6551,0.743092658,0.256296749
2012,AL,WINSTON,1133,1286,8312,9714,0.132386247,0.855672226
2012,AZ,APACHE,4001,17147,8250,25848,0.663378211,0.31917363
2012,AZ,COCHISE,4003,18546,29497,49003,0.378466624,0.601942738
2012,AZ,COCONINO,4005,29257,21220,51731,0.565560302,0.410198914
2012,AZ,GILA,4007,7697,13455,21528,0.357534374,0.625
2012,AZ,GRAHAM,4009,3609,8076,11855,0.304428511,0.681231548
2012,AZ,GREENLEE,4011,1310,1592,2974,0.440484196,0.535305985
2012,AZ,LA PAZ,4012,1880,3714,5717,0.328843799,0.64964142
2012,AZ,MARICOPA,4013,602288,749885,1376558,0.437531873,0.544753654
2012,AZ,MOHAVE,4015,19533,49168,70010,0.279003,0.702299671
2012,AZ,NAVAJO,4017,16945,19884,37335,0.453863667,0.532583367
2012,AZ,PIMA,4019,201251,174779,382250,0.526490517,0.45723741
2012,AZ,PINAL,4021,44306,62079,108315,0.409047685,0.573133915
2012,AZ,SANTA CRUZ,4023,9486,4235,13894,0.682740751,0.304807831
2012,AZ,YAVAPAI,4025,33918,64468,100283,0.338222829,0.642860704
2012,AZ,YUMA,4027,18059,23352,41953,0.430457893,0.556622888
2012,AR,ARKANSAS,5001,2455,3897,6494,0.378041269,0.600092393
2012,AR,ASHLEY,5003,2859,4867,7921,0.360939275,0.614442621
2012,AR,BAXTER,5005,5172,13688,19339,0.267438854,0.707792544
2012,AR,BENTON,5007,22636,54646,79257,0.285602534,0.689478532
2012,AR,BOONE,5009,3772,11159,15391,0.245078293,0.725034111
2012,AR,BRADLEY,5011,1449,2134,3652,0.396768894,0.584337349
2012,AR,CALHOUN,5013,660,1458,2174,0.303587856,0.670653174
2012,AR,CARROLL,5015,3696,6125,10183,0.362957871,0.601492684
2012,AR,CHICOT,5017,2649,1670,4361,0.607429489,0.382939693
2012,AR,CLARK,5019,3811,4343,8409,0.4532049,0.516470448
2012,AR,CLAY,5021,1738,3225,5110,0.340117417,0.63111546
2012,AR,CLEBURNE,5023,2620,8693,11647,0.224950631,0.746372456
2012,AR,CLEVELAND,5025,845,2313,3266,0.258726271,0.708205756
2012,AR,COLUMBIA,5027,3557,5790,9455,0.376203067,0.612374405
2012,AR,CONWAY,5029,3005,4514,7730,0.388745149,0.583958603
2012,AR,CRAIGHEAD,5031,10527,20350,31700,0.332082019,0.641955836
2012,AR,CRAWFORD,5033,4881,15145,20591,0.237045311,0.735515516
2012,AR,CRITTENDEN,5035,9487,6998,16716,0.567540081,0.418640823
2012,AR,CROSS,5037,2279,4269,6681,0.341116599,0.638976201
2012,AR,DALLAS,5039,1337,1665,3084,0.433527886,0.539883268
2012,AR,DESHA,5041,2443,1896,4420,0.552714932,0.428959276
2012,AR,DREW,5043,2630,3887,6633,0.396502337,0.586009347
2012,AR,FAULKNER,5045,13621,26722,41460,0.328533526,0.644524843
2012,AR,FRANKLIN,5047,1726,4631,6540,0.263914373,0.708103976
2012,AR,FULTON,5049,1452,2949,4522,0.32109686,0.652145069
2012,AR,GARLAND,5051,13804,26014,40728,0.338931448,0.638725201
2012,AR,GRANT,5053,1468,4829,6479,0.226578176,0.74533107
2012,AR,GREENE,5055,4000,9071,13761,0.29067655,0.659181746
2012,AR,HEMPSTEAD,5057,2468,4284,6921,0.356595868,0.618985696
2012,AR,HOT SPRING,5059,3830,7097,11260,0.340142096,0.630284192
2012,AR,HOWARD,5061,1471,2892,4462,0.329672792,0.648139848
2012,AR,INDEPENDENCE,5063,3281,8728,12397,0.264660805,0.7040413
2012,AR,IZARD,5065,1524,3575,5278,0.288745737,0.677339901
2012,AR,JACKSON,5067,2095,3072,5347,0.391808491,0.574527773
2012,AR,JEFFERSON,5069,17470,9520,27383,0.637987072,0.347660958
2012,AR,JOHNSON,5071,2799,5064,8098,0.345640899,0.62533959
2012,AR,LAFAYETTE,5073,1173,1713,2929,0.400477979,0.584841243
2012,AR,LAWRENCE,5075,1788,3536,5540,0.322743682,0.638267148
2012,AR,LEE,5077,2107,1280,3424,0.61536215,0.373831776
2012,AR,LINCOLN,5079,1425,2199,3726,0.382447665,0.590177134
2012,AR,LITTLE RIVER,5081,1552,3385,5051,0.307265888,0.670164324
2012,AR,LOGAN,5083,2009,5079,7331,0.274041741,0.692811349
2012,AR,LONOKE,5085,5625,17880,24114,0.233266982,0.74147798
2012,AR,MADISON,5087,2099,4263,6568,0.319579781,0.649056029
2012,AR,MARION,5089,2037,4774,7051,0.288895192,0.677067083
2012,AR,MILLER,5091,4518,10622,15329,0.294735469,0.69293496
2012,AR,MISSISSIPPI,5093,6467,6603,13375,0.483514019,0.493682243
2012,AR,MONROE,5095,1583,1585,3230,0.490092879,0.490712074
2012,AR,MONTGOMERY,5097,920,2369,3404,0.27027027,0.695945946
2012,AR,NEVADA,5099,1314,1996,3384,0.388297872,0.589834515
2012,AR,NEWTON,5101,993,2508,3661,0.271237367,0.685058727
2012,AR,OUACHITA,5103,4633,5521,10315,0.449151721,0.535239942
2012,AR,PERRY,5105,1187,2581,3938,0.301422042,0.655408837
2012,AR,PHILLIPS,5107,5202,2598,7930,0.655989912,0.327616646
2012,AR,PIKE,5109,851,2847,3788,0.224656811,0.751583949
2012,AR,POINSETT,5111,2390,4974,7560,0.316137566,0.657936508
2012,AR,POLK,5113,1556,5955,7726,0.201397877,0.77077401
2012,AR,POPE,5115,5126,14763,20439,0.250795049,0.722295611
2012,AR,PRAIRIE,5117,880,2153,3141,0.280165552,0.685450493
2012,AR,PULASKI,5119,87248,68984,159381,0.547417823,0.43282449
2012,AR,RANDOLPH,5121,2046,3701,5956,0.34351914,0.621390195
2012,AR,ST. FRANCIS,5123,4910,3368,8362,0.5871801,0.402774456
2012,AR,SALINE,5125,12869,32963,47062,0.273447792,0.700416472
2012,AR,SCOTT,5127,897,2631,3640,0.246428571,0.722802198
2012,AR,SEARCY,5129,814,2699,3694,0.220357336,0.730644288
2012,AR,SEBASTIAN,5131,13092,29169,43362,0.301923343,0.672685762
2012,AR,SEVIER,5133,1042,3136,4330,0.240646651,0.724249423
2012,AR,SHARP,5135,2092,4921,7283,0.287244267,0.675683098
2012,AR,STONE,5137,1356,3776,5354,0.253268584,0.70526709
2012,AR,UNION,5139,6196,10699,17177,0.360714909,0.622867788
2012,AR,VAN BUREN,5141,1832,4365,6430,0.284914463,0.678849145
2012,AR,WASHINGTON,5143,28236,39688,70460,0.400738007,0.56326994
2012,AR,WHITE,5145,5765,20011,26514,0.2174323,0.754733348
2012,AR,WOODRUFF,5147,1340,1227,2685,0.499068901,0.45698324
2012,AR,YELL,5149,1722,4042,5974,0.288249079,0.676598594
2012,CA,ALAMEDA,6001,469684,108182,595642,0.788534052,0.181622518
2012,CA,ALPINE,6003,389,236,653,0.595712098,0.361408882
2012,CA,AMADOR,6005,6830,10281,17649,0.386990764,0.582525922
2012,CA,BUTTE,6007,42669,44479,90752,0.470171456,0.49011592
2012,CA,CALAVERAS,6009,8670,12365,21786,0.397961994,0.567566327
2012,CA,COLUSA,6011,2314,3601,6034,0.383493537,0.596784886
2012,CA,CONTRA COSTA,6013,290824,136517,438226,0.663639309,0.311521909
2012,CA,DEL NORTE,6015,3791,4614,8770,0.432269099,0.526111745
2012,CA,EL DORADO,6017,35166,50973,88774,0.396129497,0.574188388
2012,CA,FRESNO,6019,129129,124490,258827,0.49890081,0.480977641
2012,CA,GLENN,6021,3301,5632,9211,0.358375855,0.61144284
2012,CA,HUMBOLDT,6023,34457,18825,57470,0.59956499,0.327562206
2012,CA,IMPERIAL,6025,25136,12777,38565,0.651782705,0.331310774
2012,CA,INYO,6027,3422,4340,8036,0.425833748,0.540069686
2012,CA,KERN,6029,89495,126618,221472,0.404091714,0.571711097
2012,CA,KINGS,6031,12979,17671,31418,0.413107136,0.562448278
2012,CA,LAKE,6033,13163,9200,23391,0.562737805,0.393313668
2012,CA,LASSEN,6035,3053,7296,10683,0.285781148,0.682954226
2012,CA,LOS ANGELES,6037,2216903,885333,3181067,0.696905472,0.27831322
2012,CA,MADERA,6039,16018,22852,39866,0.401796017,0.573220288
2012,CA,MARIN,6041,99896,30880,134516,0.742632847,0.229563769
2012,CA,MARIPOSA,6043,3498,5140,9000,0.388666667,0.571111111
2012,CA,MENDOCINO,6045,23193,9658,35017,0.662335437,0.275808893
2012,CA,MERCED,6047,33005,27581,62057,0.531849751,0.444446235
2012,CA,MODOC,6049,1111,2777,3986,0.278725539,0.696688409
2012,CA,MONO,6051,2733,2285,5181,0.527504343,0.441034549
2012,CA,MONTEREY,6053,82920,37390,123518,0.67131916,0.302708917
2012,CA,NAPA,6055,35870,19526,56968,0.629651734,0.342753827
2012,CA,NEVADA,6057,24663,24986,51676,0.477262172,0.483512656
2012,CA,ORANGE,6059,512440,582332,1122664,0.456450015,0.518705508
2012,CA,PLACER,6061,66818,99921,171322,0.390014125,0.583235078
2012,CA,PLUMAS,6063,4026,5721,10047,0.400716632,0.569423709
2012,CA,RIVERSIDE,6065,329063,318127,661907,0.497143859,0.4806219
2012,CA,SACRAMENTO,6067,300503,202514,516809,0.581458527,0.391854631
2012,CA,SAN BENITO,6069,11276,7343,19044,0.592102499,0.38558076
2012,CA,SAN BERNARDINO,6071,305109,262358,581517,0.524677696,0.451161359
2012,CA,SAN DIEGO,6073,626957,536726,1192282,0.525846234,0.450166991
2012,CA,SAN FRANCISCO,6075,301723,47076,361209,0.835314181,0.130328979
2012,CA,SAN JOAQUIN,6077,114121,86071,204697,0.557511835,0.420480027
2012,CA,SAN LUIS OBISPO,6079,61258,59967,125638,0.487575415,0.477299862
2012,CA,SAN MATEO,6081,206085,72756,285720,0.721283074,0.254640907
2012,CA,SANTA BARBARA,6083,94129,64606,163320,0.576347049,0.395579231
2012,CA,SANTA CLARA,6085,450818,174843,643091,0.70101743,0.271879096
2012,CA,SANTA CRUZ,6087,90805,24047,120095,0.756109746,0.200233149
2012,CA,SHASTA,6089,25819,48067,76335,0.33823279,0.629684941
2012,CA,SIERRA,6091,653,1056,1795,0.363788301,0.588300836
2012,CA,SISKIYOU,6093,8046,11077,19910,0.404118533,0.556353591
2012,CA,SOLANO,6095,96783,52092,152444,0.634875758,0.341712367
2012,CA,SONOMA,6097,153942,54784,216508,0.711022226,0.25303453
2012,CA,STANISLAUS,6099,77724,73459,155369,0.500254233,0.472803455
2012,CA,SUTTER,6101,12192,18122,31026,0.392960743,0.584090763
2012,CA,TEHAMA,6103,7934,14235,22977,0.345301824,0.619532576
2012,CA,TRINITY,6105,2674,2716,5674,0.471272471,0.478674656
2012,CA,TULARE,6107,41752,56956,101100,0.41297725,0.563363007
2012,CA,TUOLUMNE,6109,9998,13880,24687,0.404990481,0.562239235
2012,CA,VENTURA,6111,170929,147958,326974,0.522760219,0.452506927
2012,CA,YOLO,6113,48715,23368,74475,0.654112118,0.313769721
2012,CA,YUBA,6115,7711,11275,19700,0.39142132,0.572335025
2012,CO,ADAMS,8001,100649,70972,176230,0.571122964,0.402723713
2012,CO,ALAMOSA,8003,3811,2705,6715,0.567535369,0.402829486
2012,CO,ARAPAHOE,8005,153905,125588,285516,0.539041595,0.439863265
2012,CO,ARCHULETA,8007,2679,3872,6734,0.397831898,0.574992575
2012,CO,BACA,8009,467,1559,2106,0.221747388,0.740265907
2012,CO,BENT,8011,815,1075,1942,0.419670443,0.553553038
2012,CO,BOULDER,8013,125091,49981,179499,0.696889676,0.278447234
2012,CO,BROOMFIELD,8014,16966,15008,32777,0.517619062,0.457882051
2012,CO,CHAFFEE,8015,5086,5070,10462,0.486140317,0.484610973
2012,CO,CHEYENNE,8017,172,889,1093,0.15736505,0.813357731
2012,CO,CLEAR CREEK,8019,3119,2430,5743,0.543095943,0.423123803
2012,CO,CONEJOS,8021,2213,1835,4101,0.539624482,0.447451841
2012,CO,COSTILLA,8023,1340,446,1837,0.729450191,0.242787153
2012,CO,CROWLEY,8025,535,924,1502,0.356191744,0.61517976
2012,CO,CUSTER,8027,868,1788,2715,0.319705341,0.658563536
2012,CO,DELTA,8029,4622,10915,15925,0.290235479,0.685400314
2012,CO,DENVER,8031,222018,73111,301694,0.735904592,0.242334949
2012,CO,DOLORES,8033,334,859,1245,0.268273092,0.689959839
2012,CO,DOUGLAS,8035,60991,104204,167781,0.363515535,0.621071516
2012,CO,EAGLE,8037,12792,9411,22668,0.564319746,0.415166755
2012,CO,ELBERT,8039,3603,10266,14178,0.254126111,0.72407956
2012,CO,EL PASO,8041,111819,170952,290175,0.38535022,0.589134143
2012,CO,FREMONT,8043,6704,13174,20416,0.328369906,0.645278213
2012,CO,GARFIELD,8045,11305,12535,24408,0.463167814,0.513561127
2012,CO,GILPIN,8047,1892,1346,3338,0.566806471,0.40323547
2012,CO,GRAND,8049,3684,4253,8187,0.449981678,0.519482106
2012,CO,GUNNISON,8051,5044,3341,8667,0.581977616,0.385485174
2012,CO,HINSDALE,8053,229,353,600,0.381666667,0.588333333
2012,CO,HUERFANO,8055,1953,1646,3714,0.525848142,0.443187938
2012,CO,JACKSON,8057,216,600,848,0.254716981,0.70754717
2012,CO,JEFFERSON,8059,159296,144197,311052,0.51212016,0.463578437
2012,CO,KIOWA,8061,118,677,821,0.143727162,0.824604141
2012,CO,KIT CARSON,8063,838,2785,3702,0.226364127,0.752296056
2012,CO,LAKE,8065,1839,1098,3040,0.604934211,0.361184211
2012,CO,LA PLATA,8067,15489,12794,29184,0.53073602,0.438390899
2012,CO,LARIMER,8069,92747,82376,180180,0.514746365,0.457187257
2012,CO,LAS ANIMAS,8071,3445,3263,6862,0.502040222,0.475517342
2012,CO,LINCOLN,8073,552,1687,2287,0.241364233,0.737647573
2012,CO,LOGAN,8075,2712,6179,9124,0.297238053,0.677224901
2012,CO,MESA,8077,23846,47472,72947,0.326894869,0.65077385
2012,CO,MINERAL,8079,291,344,650,0.447692308,0.529230769
2012,CO,MOFFAT,8081,1330,4695,6168,0.215629053,0.76118677
2012,CO,MONTEZUMA,8083,4542,7401,12318,0.36872869,0.600828057
2012,CO,MONTROSE,8085,6138,13552,20130,0.304918033,0.673224044
2012,CO,MORGAN,8087,3912,6602,10777,0.362995268,0.612600909
2012,CO,OTERO,8089,3647,4382,8192,0.44519043,0.534912109
2012,CO,OURAY,8091,1646,1481,3202,0.514053716,0.462523423
2012,CO,PARK,8093,3862,5236,9366,0.412342515,0.559043348
2012,CO,PHILLIPS,8095,588,1637,2265,0.259602649,0.722737307
2012,CO,PITKIN,8097,6849,3024,10075,0.679801489,0.300148883
2012,CO,PROWERS,8099,1519,3230,4863,0.312358626,0.664199054
2012,CO,PUEBLO,8101,42551,31894,76194,0.558456046,0.41858939
2012,CO,RIO BLANCO,8103,568,2724,3369,0.168596023,0.808548531
2012,CO,RIO GRANDE,8105,2478,2918,5533,0.447858305,0.527381168
2012,CO,ROUTT,8107,7547,5469,13317,0.566719231,0.410678081
2012,CO,SAGUACHE,8109,1864,964,2930,0.636177474,0.329010239
2012,CO,SAN JUAN,8111,266,212,506,0.5256917,0.418972332
2012,CO,SAN MIGUEL,8113,2992,1154,4256,0.703007519,0.271146617
2012,CO,SEDGWICK,8115,419,881,1338,0.313153961,0.658445441
2012,CO,SUMMIT,8117,9347,5571,15312,0.610436259,0.363832288
2012,CO,TELLER,8119,4333,8702,13407,0.323189379,0.649063922
2012,CO,WASHINGTON,8121,468,2076,2591,0.180625241,0.801235044
2012,CO,WELD,8123,49050,63775,115866,0.423333851,0.550420313
2012,CO,YUMA,8125,987,3490,4577,0.215643435,0.762508193
2012,CT,FAIRFIELD,9001,217294,175168,396130,0.548542145,0.442198268
2012,CT,HARTFORD,9003,244639,143238,392240,0.623697226,0.365179482
2012,CT,LITCHFIELD,9005,43856,47201,92427,0.474493384,0.510684107
2012,CT,MIDDLESEX,9007,47855,34591,83538,0.572853073,0.414075032
2012,CT,NEW HAVEN,9009,218972,138357,361026,0.606526954,0.383232787
2012,CT,NEW LONDON,9011,67144,46119,115102,0.583343469,0.400679397
2012,CT,TOLLAND,9013,39366,30450,70928,0.555013535,0.429308595
2012,CT,WINDHAM,9015,25957,19768,46494,0.558287091,0.425173141
2012,DE,KENT,10001,35527,32135,68696,0.517162571,0.467785606
2012,DE,NEW CASTLE,10003,167082,81230,252012,0.662992238,0.322325921
2012,DE,SUSSEX,10005,39975,52119,93229,0.428782889,0.559042787
2012,DC,DISTRICT OF COLUMBIA,11001,267070,21381,293764,0.909131139,0.072782914
2012,FL,ALACHUA,12001,69699,48797,120418,0.578808816,0.405230115
2012,FL,BAKER,12003,2311,8975,11368,0.203289937,0.789496833
2012,FL,BAY,12005,22051,56876,79861,0.276117254,0.712187426
2012,FL,BRADFORD,12007,3325,8219,11635,0.285775677,0.706403094
2012,FL,BREVARD,12009,122993,159300,285559,0.430709591,0.557853193
2012,FL,BROWARD,12011,508312,244101,756422,0.671995262,0.322704786
2012,FL,CALHOUN,12013,1664,4366,6152,0.270481144,0.709687906
2012,FL,CHARLOTTE,12015,35906,47996,84682,0.424009825,0.566779245
2012,FL,CITRUS,12017,28460,44662,73935,0.384932711,0.604071144
2012,FL,CLAY,12019,25759,70022,96589,0.266686683,0.724947975
2012,FL,COLLIER,12021,51698,96520,149112,0.346705832,0.647298675
2012,FL,COLUMBIA,12023,8462,18429,27163,0.311526709,0.678459669
2012,FL,DESOTO,12027,4174,5587,9865,0.423112012,0.566345666
2012,FL,DIXIE,12029,1798,5052,6941,0.259040484,0.727849013
2012,FL,DUVAL,12031,196737,211615,411848,0.477693227,0.513818205
2012,FL,ESCAMBIA,12033,58185,88711,148502,0.391812905,0.597372426
2012,FL,FLAGLER,12035,23207,26969,50595,0.458681688,0.533036861
2012,FL,FRANKLIN,12037,1845,3570,5474,0.337047863,0.652173913
2012,FL,GADSDEN,12039,15770,6630,22499,0.700920041,0.294679764
2012,FL,GILCHRIST,12041,1885,5917,7909,0.238336073,0.748135036
2012,FL,GLADES,12043,1603,2344,3989,0.401855102,0.587615944
2012,FL,GULF,12045,2014,4995,7108,0.283342712,0.702729319
2012,FL,HAMILTON,12047,2228,3138,5407,0.412058443,0.580358794
2012,FL,HARDEE,12049,2463,4696,7226,0.340852477,0.64987545
2012,FL,HENDRY,12051,4751,5355,10185,0.466470299,0.525773196
2012,FL,HERNANDO,12053,37830,44938,83667,0.452149593,0.53710543
2012,FL,HIGHLANDS,12055,16148,25915,42444,0.380454246,0.610569221
2012,FL,HILLSBOROUGH,12057,286467,250186,542102,0.528437453,0.461510933
2012,FL,HOLMES,12059,1264,6919,8274,0.152767706,0.836233986
2012,FL,INDIAN RIVER,12061,27492,43450,71464,0.38469719,0.607998433
2012,FL,JACKSON,12063,7342,13418,20941,0.350604078,0.640752591
2012,FL,JEFFERSON,12065,3945,3808,7808,0.505251025,0.487704918
2012,FL,LAFAYETTE,12067,687,2668,3399,0.20211827,0.784936746
2012,FL,LAKE,12069,61799,87643,150811,0.409777801,0.581144611
2012,FL,LEE,12071,110157,154163,266166,0.413865783,0.579198696
2012,FL,LEON,12073,90881,55805,148353,0.612599678,0.37616361
2012,FL,LEVY,12075,6119,12054,18399,0.332572422,0.655144301
2012,FL,LIBERTY,12077,942,2301,3284,0.286845311,0.700669915
2012,FL,MADISON,12079,4176,4474,8715,0.479173838,0.513367757
2012,FL,MANATEE,12081,66503,85627,153491,0.433269703,0.557863327
2012,FL,MARION,12083,66831,93043,161385,0.414109118,0.576528178
2012,FL,MARTIN,12085,30107,48183,78873,0.381714909,0.610893462
2012,FL,MIAMI-DADE,12086,541440,332981,878314,0.616453797,0.379113848
2012,FL,MONROE,12087,19404,19234,39057,0.496812351,0.492459738
2012,FL,NASSAU,12089,10251,29929,40528,0.252936242,0.738477102
2012,FL,OKALOOSA,12091,23421,70168,94798,0.247062174,0.740184392
2012,FL,OKEECHOBEE,12093,4856,7328,12324,0.394027913,0.594612139
2012,FL,ORANGE,12095,273665,188589,466359,0.586811877,0.404385892
2012,FL,OSCEOLA,12097,67239,40592,108698,0.618585439,0.373438334
2012,FL,PALM BEACH,12099,349651,247398,600721,0.582052234,0.411835111
2012,FL,PASCO,12101,98263,112427,213573,0.460090929,0.526410174
2012,FL,PINELLAS,12103,239104,213258,457702,0.522401038,0.465931982
2012,FL,POLK,12105,114622,131577,248683,0.460916106,0.529095274
2012,FL,PUTNAM,12107,11667,19326,31324,0.37246201,0.616971013
2012,FL,ST. JOHNS,12109,35190,78513,114795,0.306546452,0.683940938
2012,FL,ST. LUCIE,12111,65869,56202,123027,0.535402798,0.45682655
2012,FL,SANTA ROSA,12113,17768,58186,76846,0.231215678,0.757176691
2012,FL,SARASOTA,12115,95119,110504,207480,0.458449007,0.532600733
2012,FL,SEMINOLE,12117,96445,109943,208620,0.462299875,0.527001246
2012,FL,SUMTER,12119,19524,40646,60479,0.322822798,0.672067991
2012,FL,SUWANNEE,12121,4751,12672,17629,0.269499121,0.718815588
2012,FL,TAYLOR,12123,2764,6249,9120,0.303070175,0.685197368
2012,FL,UNION,12125,1339,3980,5393,0.248284814,0.737993696
2012,FL,VOLUSIA,12127,114748,117490,234536,0.489255381,0.50094655
2012,FL,WAKULLA,12129,5175,9290,14660,0.353001364,0.633697135
2012,FL,WALTON,12131,6671,21490,28494,0.234119464,0.754193865
2012,FL,WASHINGTON,12133,2820,8038,10999,0.256386944,0.730793709
2012,GA,APPLING,13001,1758,5233,7086,0.248094835,0.738498448
2012,GA,ATKINSON,13003,930,1938,2902,0.320468642,0.6678153
2012,GA,BACON,13005,791,3093,3931,0.201221063,0.786822691
2012,GA,BAKER,13007,794,785,1589,0.499685337,0.494021397
2012,GA,BALDWIN,13009,8483,7589,16238,0.522416554,0.467360512
2012,GA,BANKS,13011,780,5354,6195,0.12590799,0.864245359
2012,GA,BARROW,13013,6028,18725,25199,0.239215842,0.743085043
2012,GA,BARTOW,13015,8396,26876,35802,0.234512038,0.750684319
2012,GA,BEN HILL,13017,2512,3396,5956,0.42175957,0.57018133
2012,GA,BERRIEN,13019,1273,4843,6201,0.205289469,0.781003064
2012,GA,BIBB,13021,38585,25623,64718,0.596201984,0.395917674
2012,GA,BLECKLEY,13023,1269,3587,4907,0.258610149,0.730996536
2012,GA,BRANTLEY,13025,939,4964,6002,0.156447851,0.827057647
2012,GA,BROOKS,13027,3138,3554,6742,0.465440522,0.527143281
2012,GA,BRYAN,13029,3707,9560,13453,0.275551922,0.710622166
2012,GA,BULLOCH,13031,9593,14174,24085,0.398297696,0.588499066
2012,GA,BURKE,13033,5405,4301,9779,0.552715002,0.439820022
2012,GA,BUTTS,13035,2968,6306,9381,0.316384181,0.672209786
2012,GA,CALHOUN,13037,1298,883,2188,0.593235832,0.403564899
2012,GA,CAMDEN,13039,6377,11343,17983,0.35461269,0.630762387
