year,STATE_ABBR,COUNTY_NAME,geoid_int,DEMO_VOTE,REP_VOTE,TOTAL_VOTE,DEMO_PER,REP_PER
2016,AR,LOGAN,5083,1715,5746,7921,0.216513067,0.725413458
2016,AR,LONOKE,5085,5664,19958,27100,0.20900369,0.736457565
2016,AR,MADISON,5087,1588,4928,6841,0.232129806,0.72036252
2016,AR,MARION,5089,1434,5336,7107,0.2017729,0.750809061
2016,AR,MILLER,5091,4273,11294,16091,0.265552172,0.70188304
2016,AR,MISSISSIPPI,5093,5670,7061,13204,0.429415329,0.534762193
2016,AR,MONROE,5095,1312,1489,2884,0.454923717,0.51629681
2016,AR,MONTGOMERY,5097,748,2643,3559,0.210171396,0.742624333
2016,AR,NEVADA,5099,1157,2000,3246,0.356438694,0.616142945
2016,AR,NEWTON,5101,699,2875,3753,0.186250999,0.766053824
2016,AR,OUACHITA,5103,4321,5351,9935,0.434927026,0.538600906
2016,AR,PERRY,5105,1049,3008,4306,0.243613562,0.698560149
2016,AR,PHILLIPS,5107,4310,2446,6953,0.619876312,0.351790594
2016,AR,PIKE,5109,685,3150,3981,0.17206732,0.791258478
2016,AR,POINSETT,5111,1880,5502,7722,0.243460243,0.712509713
2016,AR,POLK,5113,1212,6618,8231,0.147248208,0.804033532
2016,AR,POPE,5115,5000,16256,22569,0.221542824,0.72028003
2016,AR,PRAIRIE,5117,814,2505,3444,0.236353078,0.727351916
2016,AR,PULASKI,5119,89574,61257,159776,0.560622371,0.383393
2016,AR,RANDOLPH,5121,1425,4509,6379,0.223389246,0.706850604
2016,AR,ST. FRANCIS,5123,4031,3195,7430,0.542530283,0.430013459
2016,AR,SALINE,5125,13256,35863,52100,0.254433781,0.688349328
2016,AR,SCOTT,5127,602,2731,3510,0.171509972,0.778062678
2016,AR,SEARCY,5129,601,2955,3728,0.161212446,0.792650215
2016,AR,SEBASTIAN,5131,12300,29127,44637,0.275556153,0.652530412
2016,AR,SEVIER,5133,1075,3282,4562,0.235642262,0.719421306
2016,AR,SHARP,5135,1472,5407,7249,0.203062491,0.745895986
2016,AR,STONE,5137,1203,4113,5618,0.214133143,0.732111072
2016,AR,UNION,5139,5855,10456,16894,0.346572748,0.618917959
2016,AR,VAN BUREN,5141,1549,5382,7339,0.211064178,0.733342417
2016,AR,WASHINGTON,5143,33366,41476,81861,0.407593359,0.506663735
2016,AR,WHITE,5145,5170,21077,27219,0.18994085,0.7743488
2016,AR,WOODRUFF,5147,1118,1347,2571,0.434850253,0.523920653
2016,AR,YELL,5149,1480,4608,6439,0.229849355,0.715639074
2016,CA,ALAMEDA,6001,514842,95922,654266,0.786900129,0.146610094
2016,CA,ALPINE,6003,334,217,602,0.554817276,0.360465116
2016,CA,AMADOR,6005,6004,10485,17734,0.338558701,0.591237172
2016,CA,BUTTE,6007,41567,45144,95564,0.43496505,0.472395463
2016,CA,CALAVERAS,6009,7944,13511,23136,0.343360996,0.583981674
2016,CA,COLUSA,6011,2661,3551,6632,0.401236429,0.535434258
2016,CA,CONTRA COSTA,6013,319287,115956,466175,0.684908028,0.248739207
2016,CA,DEL NORTE,6015,3485,5134,9558,0.364616028,0.537141661
2016,CA,EL DORADO,6017,36404,49247,93591,0.388969025,0.526193758
2016,CA,FRESNO,6019,141341,124049,282319,0.50064289,0.439393027
2016,CA,GLENN,6021,3065,5788,9470,0.323653643,0.611193242
2016,CA,HUMBOLDT,6023,33200,18373,59246,0.560375384,0.310113763
2016,CA,IMPERIAL,6025,32667,12704,48091,0.679274708,0.264165852
2016,CA,INYO,6027,3155,4248,8086,0.390180559,0.525352461
2016,CA,KERN,6029,98689,129584,244163,0.404193101,0.530727424
2016,CA,KINGS,6031,13617,18093,33915,0.401503759,0.533480761
2016,CA,LAKE,6033,11496,10599,24496,0.46930111,0.432682887
2016,CA,LASSEN,6035,2224,7574,10524,0.211326492,0.719688331
2016,CA,LOS ANGELES,6037,2464364,769743,3434308,0.717572215,0.224133363
2016,CA,MADERA,6039,17029,23357,43112,0.394994433,0.541774912
2016,CA,MARIN,6041,108707,21771,139273,0.780531761,0.156318884
2016,CA,MARIPOSA,6043,3122,5185,8877,0.351695393,0.584093725
2016,CA,MENDOCINO,6045,22079,10888,37477,0.589134669,0.290524855
2016,CA,MERCED,6047,37317,28725,70789,0.527158174,0.405783384
2016,CA,MODOC,6049,877,2696,3788,0.231520591,0.711721225
2016,CA,MONO,6051,2773,2111,5276,0.525587566,0.400113723
2016,CA,MONTEREY,6053,89088,34895,133408,0.66778604,0.261566023
2016,CA,NAPA,6055,39199,17411,61372,0.638711465,0.283696148
2016,CA,NEVADA,6057,26053,23365,54935,0.474251388,0.425320834
2016,CA,ORANGE,6059,609961,507148,1197521,0.509353072,0.42349821
2016,CA,PLACER,6061,73509,95138,182839,0.402042234,0.520337565
2016,CA,PLUMAS,6063,3459,5420,9676,0.357482431,0.560148822
2016,CA,RIVERSIDE,6065,373695,333243,751391,0.497337605,0.443501453
2016,CA,SACRAMENTO,6067,326023,189789,559330,0.582881304,0.339314895
2016,CA,SAN BENITO,6069,12521,7841,21924,0.571109287,0.35764459
2016,CA,SAN BERNARDINO,6071,340833,271240,653983,0.521164923,0.414750842
2016,CA,SAN DIEGO,6073,735476,477766,1306400,0.562979179,0.36571188
2016,CA,SAN FRANCISCO,6075,345084,37688,405792,0.850396262,0.092875168
2016,CA,SAN JOAQUIN,6077,121124,88936,224166,0.540331718,0.3967417
2016,CA,SAN LUIS OBISPO,6079,67107,56164,135009,0.497055752,0.416001896
2016,CA,SAN MATEO,6081,237882,57929,314384,0.756660644,0.184261922
2016,CA,SANTA BARBARA,6083,107142,56365,176786,0.606054778,0.318831808
2016,CA,SANTA CLARA,6085,511684,144826,703709,0.727124422,0.205803819
2016,CA,SANTA CRUZ,6087,95249,22438,128821,0.739390317,0.174179676
2016,CA,SHASTA,6089,22301,51778,80053,0.278577942,0.646796497
2016,CA,SIERRA,6091,601,1048,1830,0.328415301,0.572677596
2016,CA,SISKIYOU,6093,7234,11341,20492,0.353015811,0.553435487
2016,CA,SOLANO,6095,102360,51920,166113,0.61620704,0.312558319
2016,CA,SONOMA,6097,160435,51408,231253,0.693763973,0.222301981
2016,CA,STANISLAUS,6099,81647,78494,172146,0.474289266,0.455973418
2016,CA,SUTTER,6101,13076,18176,33523,0.390060555,0.542194911
2016,CA,TEHAMA,6103,6809,15494,23908,0.284800067,0.648067592
2016,CA,TRINITY,6105,2214,2812,5686,0.389377418,0.494548013
2016,CA,TULARE,6107,47585,58299,112334,0.423602827,0.518979116
2016,CA,TUOLUMNE,6109,9123,14551,25529,0.357358298,0.569979239
2016,CA,VENTURA,6111,194402,132323,351726,0.552708643,0.376210459
2016,CA,YOLO,6113,54752,20739,82090,0.666975271,0.252637349
2016,CA,YUBA,6115,7910,13170,22998,0.343942952,0.572658492
2016,CO,ADAMS,8001,96558,80082,193665,0.498582604,0.413507862
2016,CO,ALAMOSA,8003,3189,3046,6939,0.459576308,0.438968151
2016,CO,ARAPAHOE,8005,159885,117053,303046,0.527593171,0.386254892
2016,CO,ARCHULETA,8007,2500,4264,7339,0.340645865,0.581005587
2016,CO,BACA,8009,283,1753,2153,0.131444496,0.814212726
2016,CO,BENT,8011,590,1188,1927,0.306175402,0.616502335
2016,CO,BOULDER,8013,132334,41396,188142,0.703372984,0.2200253
2016,CO,BROOMFIELD,8014,19731,14367,37689,0.523521452,0.381198758
2016,CO,CHAFFEE,8015,4888,5391,11250,0.434488889,0.4792
2016,CO,CHEYENNE,8017,132,925,1102,0.119782214,0.83938294
2016,CO,CLEAR CREEK,8019,2729,2575,5866,0.465223321,0.438970338
2016,CO,CONEJOS,8021,1771,1914,4022,0.440328195,0.475882645
2016,CO,COSTILLA,8023,1125,588,1848,0.608766234,0.318181818
2016,CO,CROWLEY,8025,339,1079,1527,0.222003929,0.706614276
2016,CO,CUSTER,8027,797,2061,3066,0.259947815,0.67221135
2016,CO,DELTA,8029,4087,11655,16790,0.243418702,0.694163192
2016,CO,DENVER,8031,244551,62690,331852,0.736927908,0.188909514
2016,CO,DOLORES,8033,242,944,1255,0.192828685,0.752191235
2016,CO,DOUGLAS,8035,68657,102573,187499,0.36617262,0.547058918
2016,CO,EAGLE,8037,14099,8990,25223,0.558973952,0.356420727
2016,CO,ELBERT,8039,3134,11705,15978,0.196144699,0.732569783
2016,CO,EL PASO,8041,108010,179228,318967,0.338624372,0.561901388
2016,CO,FREMONT,8043,5297,15122,21973,0.241068584,0.688208256
2016,CO,GARFIELD,8045,11271,13132,26470,0.425802796,0.496108802
2016,CO,GILPIN,8047,1634,1566,3576,0.456935123,0.437919463
2016,CO,GRAND,8049,3358,4494,8588,0.391010713,0.523288309
2016,CO,GUNNISON,8051,5128,3289,9412,0.544836379,0.349447514
2016,CO,HINSDALE,8053,197,339,589,0.334465195,0.575551783
2016,CO,HUERFANO,8055,1633,1883,3783,0.431667988,0.497753106
2016,CO,JACKSON,8057,171,629,861,0.198606272,0.730545877
2016,CO,JEFFERSON,8059,160776,138177,328882,0.488856186,0.420141571
2016,CO,KIOWA,8061,91,728,855,0.106432749,0.851461988
2016,CO,KIT CARSON,8063,536,2967,3702,0.144786602,0.801458671
2016,CO,LAKE,8065,1616,1270,3199,0.505157862,0.396999062
2016,CO,LA PLATA,8067,15525,12587,31150,0.498394864,0.404077047
2016,CO,LARIMER,8069,93113,83430,195980,0.475114808,0.425706705
2016,CO,LAS ANIMAS,8071,2650,3710,6793,0.390107464,0.546150449
2016,CO,LINCOLN,8073,409,1892,2436,0.167898194,0.776683087
2016,CO,LOGAN,8075,1851,7282,9722,0.190392923,0.749022835
2016,CO,MESA,8077,21729,49779,77653,0.279821771,0.641044132
2016,CO,MINERAL,8079,237,344,652,0.363496933,0.527607362
2016,CO,MOFFAT,8081,874,5305,6525,0.13394636,0.81302682
2016,CO,MONTEZUMA,8083,3973,7853,12858,0.308990512,0.610748172
2016,CO,MONTROSE,8085,5466,14382,21186,0.258000566,0.67884452
2016,CO,MORGAN,8087,3151,8145,11960,0.263461538,0.681020067
2016,CO,OTERO,8089,2943,4928,8452,0.348201609,0.583057265
2016,CO,OURAY,8091,1697,1351,3310,0.512688822,0.4081571
2016,CO,PARK,8093,3421,6135,10417,0.328405491,0.588941154
2016,CO,PHILLIPS,8095,436,1791,2332,0.186963979,0.768010292
2016,CO,PITKIN,8097,7333,2550,10523,0.696854509,0.242326333
2016,CO,PROWERS,8099,1186,3531,5016,0.236443381,0.703947368
2016,CO,PUEBLO,8101,35875,36265,78646,0.456157974,0.461116904
2016,CO,RIO BLANCO,8103,436,2791,3450,0.126376812,0.808985507
2016,CO,RIO GRANDE,8105,2001,3085,5534,0.361582942,0.557462956
2016,CO,ROUTT,8107,7600,5230,13986,0.543400543,0.373945374
2016,CO,SAGUACHE,8109,1417,1147,2835,0.499823633,0.404585538
2016,CO,SAN JUAN,8111,265,215,506,0.523715415,0.424901186
2016,CO,SAN MIGUEL,8113,2975,1033,4329,0.687225687,0.238623239
2016,CO,SEDGWICK,8115,267,1015,1364,0.195747801,0.744134897
2016,CO,SUMMIT,8117,9557,5100,16174,0.590886608,0.315320885
2016,CO,TELLER,8119,3603,9745,14444,0.249446137,0.674674605
2016,CO,WASHINGTON,8121,296,2299,2733,0.108305891,0.841200146
2016,CO,WELD,8123,46519,76651,135428,0.343496175,0.565990785
2016,CO,YUMA,8125,726,3850,4791,0.151534126,0.803590065
2016,CT,FAIRFIELD,9001,243852,160077,421209,0.578933499,0.380041737
2016,CT,HARTFORD,9003,240403,148173,406864,0.590868202,0.364183118
2016,CT,LITCHFIELD,9005,39775,53051,97442,0.40819154,0.544436691
2016,CT,MIDDLESEX,9007,45357,38867,88624,0.511791388,0.438560661
2016,CT,NEW HAVEN,9009,205609,159048,379006,0.542495369,0.419645072
2016,CT,NEW LONDON,9011,62278,54058,123528,0.504161,0.437617382
2016,CT,TOLLAND,9013,38506,34194,77424,0.497339326,0.441646001
2016,CT,WINDHAM,9015,21792,25747,50823,0.428782244,0.506601342
2016,DE,KENT,10001,33351,36991,74598,0.447076329,0.495871203
2016,DE,NEW CASTLE,10003,162919,85525,262391,0.620901632,0.325944869
2016,DE,SUSSEX,10005,39333,62611,106008,0.371038035,0.590625236
2016,DC,DISTRICT OF COLUMBIA,11001,282830,12723,311268,0.908638215,0.040874745
2016,FL,ALACHUA,12001,75820,46834,128571,0.589713077,0.364265659
2016,FL,BAKER,12003,2112,10294,12634,0.167167959,0.814785499
2016,FL,BAY,12005,21797,62194,87453,0.24924245,0.711170572
2016,FL,BRADFORD,12007,2924,8913,12098,0.241692842,0.736733344
2016,FL,BREVARD,12009,119679,181848,314752,0.380232691,0.577750102
2016,FL,BROWARD,12011,553320,260951,831951,0.665087247,0.313661502
2016,FL,CALHOUN,12013,1241,4655,6081,0.204078277,0.765499096
2016,FL,CHARLOTTE,12015,33445,60218,96374,0.347033432,0.624836574
2016,FL,CITRUS,12017,22789,54456,79700,0.285934755,0.683262233
2016,FL,CLAY,12019,27822,74963,106483,0.261281143,0.703990308
2016,FL,COLLIER,12021,61085,105423,170789,0.35766355,0.617270433
2016,FL,COLUMBIA,12023,7601,20368,28707,0.264778625,0.709513359
2016,FL,DESOTO,12027,3781,6778,10818,0.349510076,0.626548345
2016,FL,DIXIE,12029,1270,5822,7202,0.176339906,0.808386559
2016,FL,DUVAL,12031,205704,211672,432695,0.475401842,0.489194467
2016,FL,ESCAMBIA,12033,57461,88808,152469,0.376870052,0.582465944
2016,FL,FLAGLER,12035,22026,33850,57503,0.383040885,0.588664939
2016,FL,FRANKLIN,12037,1744,4125,6015,0.289941812,0.685785536
2016,FL,GADSDEN,12039,15020,6728,22113,0.679238457,0.304255415
2016,FL,GILCHRIST,12041,1458,6740,8420,0.173159145,0.800475059
2016,FL,GLADES,12043,1271,2996,4353,0.291982541,0.688260969
2016,FL,GULF,12045,1720,5329,7293,0.235842589,0.730700672
2016,FL,HAMILTON,12047,1904,3443,5460,0.348717949,0.630586081
2016,FL,HARDEE,12049,2149,5242,7583,0.283397072,0.691283133
2016,FL,HENDRY,12051,4615,6195,11115,0.415204678,0.557354926
2016,FL,HERNANDO,12053,31795,58970,93796,0.33898034,0.628704849
2016,FL,HIGHLANDS,12055,14937,29565,45686,0.326949175,0.64713479
2016,FL,HILLSBOROUGH,12057,307896,266870,597660,0.51516916,0.44652478
2016,FL,HOLMES,12059,853,7483,8514,0.100187926,0.878905332
2016,FL,INDIAN RIVER,12061,29043,48620,80009,0.362996663,0.607681636
2016,FL,JACKSON,12063,6397,14257,21041,0.304025474,0.677581864
2016,FL,JEFFERSON,12065,3541,3930,7645,0.463178548,0.514061478
2016,FL,LAFAYETTE,12067,518,2809,3392,0.152712264,0.828125
2016,FL,LAKE,12069,62838,102188,170462,0.368633478,0.599476716
2016,FL,LEE,12071,124908,191551,326420,0.382660376,0.586823724
2016,FL,LEON,12073,92068,53821,152132,0.605184971,0.353778298
2016,FL,LEVY,12075,5101,13775,19395,0.263005929,0.710234597
2016,FL,LIBERTY,12077,651,2543,3296,0.197512136,0.771541262
2016,FL,MADISON,12079,3526,4851,8505,0.414579659,0.57037037
2016,FL,MANATEE,12081,71224,101944,178958,0.397992825,0.569653215
2016,FL,MARION,12083,62041,107833,174700,0.355128792,0.617246709
2016,FL,MARTIN,12085,30185,53204,85792,0.351839332,0.620151063
2016,FL,MIAMI-DADE,12086,624146,333999,980204,0.636751125,0.340744376
2016,FL,MONROE,12087,18971,21904,42478,0.446607656,0.515655163
2016,FL,NASSAU,12089,10869,34266,46607,0.233205313,0.735211449
2016,FL,OKALOOSA,12091,23780,71893,100855,0.235784046,0.712835259
2016,FL,OKEECHOBEE,12093,3959,9356,13653,0.2899729,0.685270636
2016,FL,ORANGE,12095,329894,195216,546275,0.603897304,0.357358473
2016,FL,OSCEOLA,12097,85458,50301,140206,0.609517424,0.35876496
2016,FL,PALM BEACH,12099,374673,272402,662332,0.565687601,0.411277124
2016,FL,PASCO,12101,90142,142101,241139,0.373817591,0.589290824
2016,FL,PINELLAS,12103,233701,239201,492403,0.474613274,0.485782987
2016,FL,POLK,12105,117433,157430,284314,0.413039808,0.553718776
2016,FL,PUTNAM,12107,10094,22138,33117,0.30479814,0.668478425
2016,FL,ST. JOHNS,12109,43099,88684,136514,0.315711209,0.649633005
2016,FL,ST. LUCIE,12111,66881,70289,140847,0.474848595,0.499045063
2016,FL,SANTA ROSA,12113,18464,65339,87745,0.210427945,0.744646419
2016,FL,SARASOTA,12115,97870,124438,229063,0.427262369,0.543247927
2016,FL,SEMINOLE,12117,105914,109443,224896,0.470946571,0.486638268
2016,FL,SUMTER,12119,22638,52730,76665,0.29528468,0.687797561
2016,FL,SUWANNEE,12121,3964,14287,18694,0.212046646,0.764255911
2016,FL,TAYLOR,12123,2152,6930,9290,0.231646932,0.745963402
2016,FL,UNION,12125,1014,4568,5694,0.178082192,0.80224798
2016,FL,VOLUSIA,12127,109091,143007,260869,0.418183073,0.548194688
2016,FL,WAKULLA,12129,4348,10512,15351,0.283238877,0.684776236
2016,FL,WALTON,12131,6876,25756,33637,0.204417754,0.765704433
2016,FL,WASHINGTON,12133,2264,8637,11156,0.202940122,0.774202223
2016,GA,APPLING,13001,1434,5494,7012,0.20450656,0.783513976
2016,GA,ATKINSON,13003,697,1878,2610,0.267049808,0.71954023
2016,GA,BACON,13005,608,3364,4020,0.151243781,0.83681592
2016,GA,BAKER,13007,650,775,1440,0.451388889,0.538194444
2016,GA,BALDWIN,13009,7970,7697,16116,0.494539588,0.477599901
2016,GA,BANKS,13011,684,6134,6975,0.098064516,0.879426523
2016,GA,BARROW,13013,6580,21108,29060,0.22642808,0.726359257
2016,GA,BARTOW,13015,8212,29911,39550,0.207635904,0.756283186
2016,GA,BEN HILL,13017,2101,3739,5936,0.353942049,0.629885445
2016,GA,BERRIEN,13019,1047,5422,6590,0.158877086,0.82276176
2016,GA,BIBB,13021,36787,24043,62596,0.587689309,0.384098025
2016,GA,BLECKLEY,13023,1101,3719,4974,0.221351025,0.747687977
2016,GA,BRANTLEY,13025,619,5567,6301,0.098238375,0.883510554
2016,GA,BROOKS,13027,2528,3701,6336,0.398989899,0.584122475
2016,GA,BRYAN,13029,4014,10529,15173,0.26454887,0.693930007
2016,GA,BULLOCH,13031,9261,15097,25316,0.365816085,0.596342234
2016,GA,BURKE,13033,4731,4491,9351,0.505935194,0.48026949
2016,GA,BUTTS,13035,2566,6717,9514,0.269707799,0.706012193
